key	text	tooltip
land_units_onscreen_name_att_des_es_athars_chosen	Ghazawat	true
land_units_onscreen_name_att_des_es_badyia_skirmishers	Mazariq Al-Arab	true
land_units_onscreen_name_att_des_es_baltha_defenders	Tabardariyya Al-Khamis	true
land_units_onscreen_name_att_des_es_baltha_warriors	Tabardariyya Al-Qayl	true
land_units_onscreen_name_att_des_es_behers_chosen	Sab'a 'Asyaf za-Beher	true
land_units_onscreen_name_att_des_es_bet_giorgis_cavalry	Sab'a Afras za-Hawari	true
land_units_onscreen_name_att_des_es_desert_pikes	Rammah Al-Sham	true
land_units_onscreen_name_att_des_es_dune_lancers	Quntariyya Al-Badawi	true
land_units_onscreen_name_att_des_es_elite_tor_warriors	Sab'a 'Armah za-Habasa	true
land_units_onscreen_name_att_des_es_himyarite_shotelai	Fawaris Al-Himyar	true
land_units_onscreen_name_att_des_es_jamal_al_baltha	Rammah Al-Ibil Al-Baltha	true
land_units_onscreen_name_att_des_es_jamal_al_rumha	Rumat Al-Ibil Al-Bedawi	true
land_units_onscreen_name_att_des_es_khahyahlim	Rammah Al-Khamis	true
land_units_onscreen_name_att_des_es_marz_archers	Darabawiat za-Haqqalat	true
land_units_onscreen_name_att_des_es_masqal_spearmen	Sab'a 'Armah za-Hawari	true
land_units_onscreen_name_att_des_es_mavias_bodyguards	Quntariyya Al-Mujaffat	true
land_units_onscreen_name_att_des_es_mavias_chargers	Quntariyya Al-Jund	true
land_units_onscreen_name_att_des_es_mavias_chosen	Quntariyya Al-Mujaffat	true
land_units_onscreen_name_att_des_es_mavias_lancers	Quntariyya Al-Tanukh	true
land_units_onscreen_name_att_des_es_mounted_marz_archers	Sab'a Gamalat za-Haqqalat	true
land_units_onscreen_name_att_des_es_ras_guard	Aqqabi Re's	true
land_units_onscreen_name_att_des_es_rebellion_militia	Ghawgha	true
land_units_onscreen_name_att_des_es_rumha_skirmishers	Mazariq Al-Yaman	true
land_units_onscreen_name_att_des_es_rumha_warriors	Mazariq Al-Habash	true
land_units_onscreen_name_att_des_es_sahnegohrim	Asyaf Al-Khamis	true
land_units_onscreen_name_att_des_es_kings_radif	Fawaris Al-Radif Al-Malik	true
land_units_onscreen_name_att_des_es_noble_al_rahrain	Asyaf Al-Raha'in	true
land_units_onscreen_name_att_des_es_sanai	Fawaris Al-Mahla	true
land_units_onscreen_name_att_des_es_sons_of_the_invincible_mahrem	Saba 'Armah za-Negusawi	true
land_units_onscreen_name_att_des_es_spice_guard	Spice Guard	true
land_units_onscreen_name_att_des_es_spice_warriors	Spice Warriors	true
land_units_onscreen_name_att_des_es_tanukhid_ambushers	Asyaf Al-Badawi	true
land_units_onscreen_name_att_des_es_tanukhid_pikes	Rammah Al-Jund Al-Sham	true
land_units_onscreen_name_att_des_es_tor_warriors	Sab'a 'Armah za-Haqqalat	true
land_units_onscreen_name_att_des_es_wadai	Quntariyya Al-Hamra	true
land_units_onscreen_name_att_des_es_zafar_sentinels	Tabardariyya Al-Khass Al-Himyar	true
land_units_onscreen_name_att_des_es_zealot_sicarius	Kana'im	true
land_units_onscreen_name_att_des_es_zodiac_archers	Fawaris Al-Hamra'	true
land_units_onscreen_name_att_des_garamantian_hunters	Sigittarii Mauri Clipeati	true
land_units_onscreen_name_att_des_garamantian_lancers	Equites Lanciarii Berberorum	true
land_units_onscreen_name_att_des_kushite_mounted_shotelai	Sab'a Afras za-Kasu	true
land_units_onscreen_name_att_des_kushite_shotelai	Sab'a 'Asyaf za-Negusawi 	true
land_units_onscreen_name_att_des_noble_arab_camelry	Rammah Ahl al-Sham	true
land_units_onscreen_name_att_des_noble_numidian_cavalry	Equites Comitati Maurorum	true
land_units_onscreen_name_att_des_onager	Onager	true
land_units_onscreen_name_att_des_onager_bastion	Bastion Onager	true
land_units_onscreen_name_att_des_shawia_guard	Lanciarii Africanorum	true
land_units_onscreen_name_att_des_tuareg_camel_spearmen	Dromedarii Africani	true
land_units_onscreen_name_fote_arab_cataphracts_shielded	Quntariyya Al-Musfaha	true
land_units_onscreen_name_fote_arab_spearmen_t3_unarmored	Rammah Al-Jund	true
land_units_onscreen_name_fote_arab_spearmen_t4_armored	Rammah Al-Murtaziqa	true
land_units_onscreen_name_fote_axum_cavalry_melee_t1	Sab'a Afras za-Habasa	true
land_units_onscreen_name_fote_axum_club_levies	Sab'a Abara Sata	true
land_units_onscreen_name_fote_axum_elephant_bodyguard	Haramez-a Negusawi	true
land_units_onscreen_name_fote_axum_elephant_no_tower	Haramez-a Haqqalat	true
land_units_onscreen_name_fote_axum_elephant_tower	Haramez-a Habasa	true
land_units_onscreen_name_fote_axum_javelinmen_t1_tribal	Sab'a Mezraqat za-Haqqalat	true
land_units_onscreen_name_fote_axum_javelinmen_t2_abyssinian	Sab'a Mezraqat za-Habasa	true
land_units_onscreen_name_fote_axum_slinger_standard	Wenich’afiwochi za-Haqqalat	true
land_units_onscreen_name_fote_berber_archer_t1	Sagittarii Mauri	true
land_units_onscreen_name_fote_berber_archer_t2	Kastem Inumiden	true
land_units_onscreen_name_fote_berber_cavalry_melee_t3_romanized	Equites Romano-Maurorum	true
land_units_onscreen_name_fote_berber_javelinmen_t1	Levis Armaturae Numidarum	true
land_units_onscreen_name_fote_berber_javelinmen_t2	Ferentarii Mauri	true
land_units_onscreen_name_fote_berber_slingers_t1	Funditores Mauri	true
land_units_onscreen_name_fote_berber_spearmen_t3_nobles	Aanatim Inumiden	true
land_units_onscreen_name_fote_berber_spearmen_t3_romanized	Lanciarii Romano-Maurorum	true
land_units_onscreen_name_fote_berber_swordsmen_t1	Spatharii Mauri	true
land_units_onscreen_name_fote_berber_swordsmen_t2_light	Mashliyim Inumiden	true
land_units_onscreen_name_fote_berber_swordsmen_t2_romanized	Spatharii Romano-Maurorum	true
